ctype1,status,label,text,text_cleaned,text_splited
BILLREMIND,SUCCESS,BILLREMIND,尊敬的白金卡客户，您上海银行信用卡06月账单美元应还款额600.00美元，最低还款额30.00美元，可致电贵宾专线4008895594购汇还款。到期还款日07月05日。祝您用卡愉快！【上海银行】,尊敬的白金卡客户 您上海银行信用卡06月账单美元应还款额600 00美元 最低还款额30 00美元 可致电贵宾专线4008895594购汇还款 到期还款日07月05日 祝您用卡愉快 ,尊敬 的 白金卡 客户   您 上海银行 信用卡 06 月 账单 美元 应 还款额 600   00 美元   最低 还款额 30   00 美元   可 致电 贵宾 专线 4008895594 购汇 还款   到期 还款 日 07 月 05 日   祝您 用卡 愉快  
BILLREMIND,SUCCESS,BILLREMIND,尊敬的客户，您本期账单分期成功后仍需还款1051.49元，最后还款日6月10日。如已还清，请忽略本短信，感谢您的支持！【上海银行】,尊敬的客户 您本期账单分期成功后仍需还款1051 49元 最后还款日6月10日 如已还清 请忽略本短信 感谢您的支持 ,尊敬 的 客户   您 本期 账单 分期 成功 后 仍 需 还款 1051   49 元   最后 还款 日 6 月 10 日   如 已 还清   请 忽略 本 短信   感谢您 的 支持  
BILLREMIND,SUCCESS,BILLREMIND,温馨提示：01月20日是您住房商业性贷款贷款约定还款日，请在还款日中午12点前将本期应还款人民币人民币2140元及时足额存入还款账户，,温馨提示 01月20日是您住房商业性贷款贷款约定还款日 请在还款日中午12点前将本期应还款人民币人民币2140元及时足额存入还款账户 ,温馨 提示   01 月 20 日 是 您 住房 商业性 贷款 贷款 约定 还款 日   请 在 还款 日 中午 12 点前 将 本期 应 还款 人民币 人民币 2140 元 及时 足额 存入 还款 账户  
LOAN,SUCCESS,LOAN,您申办的个人信用贷款于04月20日13时15分成功放款，金额人民币30000元，贷款申请号末5位04129,您申办的个人信用贷款于04月20日13时15分成功放款 金额人民币30000元 贷款申请号末5位04129,您 申办 的 个人 信用贷款 于 04 月 20 日 13 时 15 分 成功 放款   金额 人民币 30000 元   贷款 申请号 末 5 位 04129
LOAN,SUCCESS,LOAN,尊敬的客户您好，您金额为人民币100000元的贷款已成功发放，将分2笔转账至约定账户，请查收。如未到账请及时,尊敬的客户您好 您金额为人民币100000元的贷款已成功发放 将分2笔转账至约定账户 请查收 如未到账请及时,尊敬 的 客户 您好   您 金额 为 人民币 100000 元 的 贷款 已 成功 发放   将分 2 笔 转账 至 约定 账户   请 查收   如未 到 账 请 及时
LOAN,SUCCESS,LOAN,您申办的通联贷于06月01日审批通过，授信金额人民币161700元，贷款申请号末5位45473。请于签约有效日前办理签约手续，签约有效截止日期2017年06月05日。【上海银行】,您申办的通联贷于06月01日审批通过 授信金额人民币161700元 贷款申请号末5位45473 请于签约有效日前办理签约手续 签约有效截止日期2017年06月05日 ,您 申办 的 通 联贷 于 06 月 01 日 审批 通过   授信 金额 人民币 161700 元   贷款 申请号 末 5 位 45473   请 于 签约 有效 日前 办理 签约 手续   签约 有效 截止 日期 2017 年 06 月 05 日  
LOAN,SUCCESS,LOAN,您申办的通联贷审批未能通过，详情请咨询02162163234。【上海银行】,您申办的通联贷审批未能通过 详情请咨询02162163234 ,您 申办 的 通 联贷 审批 未能 通过   详情请 咨询 02162163234  
PAYOUT,SUCCESS,PAYOUT,您申请编号为300315710465的贷款已成功还款，还款本息合计人民币47725.7元。感谢您办理通联贷业务。,您申请编号为300315710465的贷款已成功还款 还款本息合计人民币47725 7元 感谢您办理通联贷业务 ,您 申请 编号 为 300315710465 的 贷款 已 成功 还款   还款 本息 合计 人民币 47725   7 元   感谢您 办理 通 联贷 业务  
OVERDUES,SUCCESS,OVERDUES,您上海银行信用卡目前欠款人民币57474.94元，逾期仍未还清，账户已停用，请于2日内还清。,您上海银行信用卡目前欠款人民币57474 94元 逾期仍未还清 账户已停用 请于2日内还清 ,您 上海银行 信用卡 目前 欠款 人民币 57474   94 元   逾期 仍 未 还清   账户 已 停用   请于 2 日内 还清  
OVERDUES,SUCCESS,OVERDUES,您的上海银行信用卡已逾期2个月，请于2日内还清本期账单欠款本期账单金额人民币10716.61元，如已还款请忽略。,您的上海银行信用卡已逾期2个月 请于2日内还清本期账单欠款本期账单金额人民币10716 61元 如已还款请忽略 ,您 的 上海银行 信用卡 已 逾期 2 个 月   请于 2 日内 还清 本期 账单 欠款 本期 账单 金额 人民币 10716   61 元   如 已 还款 请 忽略  
OVERDUES,SUCCESS,OVERDUES,温馨提示：您信用卡账户已逾期，请及时还款。本期账户欠款总额为美元1225.95元。如已还款，敬请谅解。【上海银行,温馨提示 您信用卡账户已逾期 请及时还款 本期账户欠款总额为美元1225 95元 如已还款 敬请谅解 上海银行,温馨 提示   您 信用卡 账户 已 逾期   请 及时 还款   本期 账户 欠款 总额 为 美元 1225   95 元   如 已 还款   敬请 谅解   上海银行
OVERDUES,SUCCESS,OVERDUES,温馨提示：您信用卡账户已逾期，请及时还款本期账户欠款总额为人民币6149.92元，如已还款，敬请谅解。,温馨提示 您信用卡账户已逾期 请及时还款本期账户欠款总额为人民币6149 92元 如已还款 敬请谅解 ,温馨 提示   您 信用卡 账户 已 逾期   请 及时 还款 本期 账户 欠款 总额 为 人民币 6149   92 元   如 已 还款   敬请 谅解  
OVERDUES,SUCCESS,OVERDUES,温馨提示：您的信用卡账户已逾期，已于2017年01月10日从您储蓄账户（尾号末5位40773）自动扣款转出人民币0.06元归还信用卡逾期欠款。【上海银行】,温馨提示 您的信用卡账户已逾期 已于2017年01月10日从您储蓄账户 尾号末5位40773 自动扣款转出人民币0 06元归还信用卡逾期欠款 ,温馨 提示   您 的 信用卡 账户 已 逾期   已于 2017 年 01 月 10 日 从 您 储蓄 账户   尾号 末 5 位 40773   自动 扣款 转 出 人民币 0   06 元 归还 信用卡 逾期 欠款  
OVERDUES,SUCCESS,OVERDUES,温馨提示：您额度房贷逾期未还，请将贷款本息合计人民币10250元及相应罚息存入还款账户,温馨提示 您额度房贷逾期未还 请将贷款本息合计人民币10250元及相应罚息存入还款账户,温馨 提示   您 额度 房贷 逾期 未 还   请 将 贷款 本息 合计 人民币 10250 元及 相应 罚息 存入 还款 账户
PAYOUT,SUCCESS,PAYOUT,温馨提示：尊敬的客户，您尾号为8329的账户于09月01日申请开通基金定投服务，基金名称南方量化成长股票型证券投资基金，基金代码001421，定投金额为人民币100元。【上海银行】,温馨提示 尊敬的客户 您尾号为8329的账户于09月01日申请开通基金定投服务 基金名称南方量化成长股票型证券投资基金 基金代码001421 定投金额为人民币100元 ,温馨 提示   尊敬 的 客户   您 尾号 为 8329 的 账户 于 09 月 01 日 申请 开通 基金 定 投 服务   基金 名称 南方 量化 成长 股票 型 证券 投资 基金   基金 代码 001421   定 投 金额 为 人民币 100 元  
,IGNORE,IGNORE,您信用卡01月账单已过到期还款日，还款金额可参见两日前我行账单短信，若次日内还款到账，视同按时归还。如已还款请忽略。【上海银行】,您信用卡01月账单已过到期还款日 还款金额可参见两日前我行账单短信 若次日内还款到账 视同按时归还 如已还款请忽略 ,您 信用卡 01 月 账单 已过 到期 还款 日   还款 金额 可 参见 两 日前 我行 账单 短信   若 次日 内 还款 到 账   视同 按时 归还   如 已 还款 请 忽略  
PAYOUT,SUCCESS,PAYOUT,您的账户于04月05日08时27分消费人民币1000元，账号末5位49241。,您的账户于04月05日08时27分消费人民币1000元 账号末5位49241 ,您 的 账户 于 04 月 05 日 08 时 27 分 消费 人民币 1000 元   账号 末 5 位 49241  
STATUS,SUCCESS,STATUS,您信用卡04月06日核准，信用额度人民币10000元，,您信用卡04月06日核准 信用额度人民币10000元 ,您 信用卡 04 月 06 日 核准   信用 额度 人民币 10000 元  
PAYOUT,SUCCESS,PAYOUT,您的账户于04月05日08时27分转出美元1000元，账号末5位49241。,您的账户于04月05日08时27分转出美元1000元 账号末5位49241 ,您 的 账户 于 04 月 05 日 08 时 27 分转出 美元 1000 元   账号 末 5 位 49241  
PAYOUT,SUCCESS,PAYOUT,【上饶银行】您尾号为1212的信用卡于12月11日发生一笔消费，金额1212.12元，如有疑问，请,您尾号为1212的信用卡于12月11日发生一笔消费 金额1212 12元 如有疑问 请,您 尾号 为 1212 的 信用卡 于 12 月 11 日 发生 一笔 消费   金额 1212   12 元   如 有 疑问   请
INCOME,SUCCESS,INCOME,【上饶银行】您账号2121于21日12:12存（掌易行转账）1122.12元,您账号2121于21日12 12存 掌易行转账 1122 12元,您 账号 2121 于 21 日 12   12 存   掌 易行 转账   1122   12 元
INCOME,SUCCESS,INCOME,【上饶银行】您的三清山信用卡（尾号1111）11月11日发生一笔还款业务，金额111.11元，,您的三清山信用卡 尾号1111 11月11日发生一笔还款业务 金额111 11元 ,您 的 三清山 信用卡   尾号 1111   11 月 11 日 发生 一笔 还款 业务   金额 111   11 元  
PAYOUT,SUCCESS,PAYOUT,【上饶银行】您账号1212于12日12:12取（财付通-网络平台支付）1212.12元,您账号1212于12日12 12取 财付通 网络平台支付 1212 12元,您 账号 1212 于 12 日 12   12 取   财付 通   网络平台 支付   1212   12 元
PAYOUT,SUCCESS,PAYOUT,【东亚银行】您尾号8888的东亚银行美团信用卡88月88日88:88消费8888.88人民币。若有疑问，,您尾号8888的东亚银行美团信用卡88月88日88 88消费8888 88人民币 若有疑问 ,您 尾号 8888 的 东亚银行 美团 信用卡 88 月 88 日 88   88 消费 8888   88 人民币   若有 疑问  
PAYOUT,SUCCESS,PAYOUT,【东亚银行】您尾号为88888的账号于88月88日88时88分支出人民币888.88元。客服：88888,您尾号为88888的账号于88月88日88时88分支出人民币888 88元 客服 88888,您 尾号 为 88888 的 账号 于 88 月 88 日 88 时 88 分支 出 人民币 888   88 元   客服   88888
INCOME,SUCCESS,INCOME,【东亚银行】您尾号为8888的东亚银行美团信用卡于88月88日88:88退货8.88元，现可用额度为888.88元，若有疑问，,您尾号为8888的东亚银行美团信用卡于88月88日88 88退货8 88元 现可用额度为888 88元 若有疑问 ,您 尾号 为 8888 的 东亚银行 美团 信用卡 于 88 月 88 日 88   88 退货 8   88 元   现 可用 额度 为 888   88 元   若有 疑问  
PAYOUT,SUCCESS,PAYOUT,【东亚银行】您尾号为8888的东亚银行美团信用卡于88月88日88:88取现8.88港元，现可用额度为888.88元，若有疑问，,您尾号为8888的东亚银行美团信用卡于88月88日88 88取现8 88港元 现可用额度为888 88元 若有疑问 ,您 尾号 为 8888 的 东亚银行 美团 信用卡 于 88 月 88 日 88   88 取现 8   88 港元   现 可用 额度 为 888   88 元   若有 疑问  
STAGING,SUCCESS,STAGING,【东亚银行】您已对账单中人民币8888.88元成功申请8期账单分期；每期应还本金人民币8888.88元，总手续费人民币888.88元。,您已对账单中人民币8888 88元成功申请8期账单分期 每期应还本金人民币8888 88元 总手续费人民币888 88元 ,您 已 对 账单 中 人民币 8888   88 元 成功 申请 8 期 账单 分期   每期 应 还 本金 人民币 8888   88 元   总 手续费 人民币 888   88 元  
BILLREMIND,SUCCESS,BILLREMIND,【东亚银行】您尾号为8888的贷款应于8888/88/88偿还美元888.88，请确保还款账户有足额资金，感谢配合。,您尾号为8888的贷款应于8888 88 88偿还美元888 88 请确保还款账户有足额资金 感谢配合 ,您 尾号 为 8888 的 贷款 应于 8888   88   88 偿还 美元 888   88   请 确保 还款 账户 有 足额 资金   感谢 配合  
BILLREMIND,SUCCESS,BILLREMIND,【东亚银行】您尾号为8888的贷款应于8888/88/88偿还人民币888.88，请确保还款账户有足额资金，感谢配合。,您尾号为8888的贷款应于8888 88 88偿还人民币888 88 请确保还款账户有足额资金 感谢配合 ,您 尾号 为 8888 的 贷款 应于 8888   88   88 偿还 人民币 888   88   请 确保 还款 账户 有 足额 资金   感谢 配合  
STAGING,SUCCESS,STAGING,【东亚银行】您有一笔人民币8888.88元的交易已成功办理88期灵活分期，每期应还本金人民币888.88元,您有一笔人民币8888 88元的交易已成功办理88期灵活分期 每期应还本金人民币888 88元,您 有 一笔 人民币 8888   88 元 的 交易 已 成功 办理 88 期 灵活 分期   每期 应 还 本金 人民币 888   88 元
STATUS,SUCCESS,STATUS,【东亚银行】您尾号8888的东亚去哪儿联名信用卡已于8月8日挂失。如有疑问，请,您尾号8888的东亚去哪儿联名信用卡已于8月8日挂失 如有疑问 请,您 尾号 8888 的 东亚 去 哪儿 联名 信用卡 已于 8 月 8 日 挂失   如 有 疑问   请
STATUS,SUCCESS,STATUS,【东亚银行】您尾号8888的东亚银行美团信用卡于88月88日已成功激活。您可在美团APP-我的-美团信用卡或东亚银行信用卡微信公众号查看更多优惠！详情可关注美团APP或东亚银行信用卡微信公众号。,您尾号8888的东亚银行美团信用卡于88月88日已成功激活 您可在美团APP 我的 美团信用卡或东亚银行信用卡微信公众号查看更多优惠 详情可关注美团APP或东亚银行信用卡微信公众号 ,您 尾号 8888 的 东亚银行 美团 信用卡 于 88 月 88 日 已 成功 激活   您 可 在 美团 APP   我 的   美团 信用卡 或 东亚银行 信用卡 微信 公众 号 查看 更 多 优惠   详情 可 关注 美团 APP 或 东亚银行 信用卡 微信 公众 号  
